USERID,Date,Transaction Description,Category,Amount,Type
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-13,Relationship your your.,Food & Drink,1764.34,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-09,Believe arrive.,Rent,799.56,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-14,Somebody prepare few sound.,Health & Fitness,3683.89,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-01,Article service produce political.,Food & Drink,3028.84,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-04,Serious reveal left social fine.,Travel,361.06,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-25,Assume campaign assume.,Investment,80.98,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-18,Already free.,Salary,2975.83,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-27,Wife pay good within fly.,Other,3679.62,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-16,Sometimes while sense window.,Other,254.99,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-12,Important source first him.,Salary,2858.56,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-01,Gas human create also.,Food & Drink,4867.95,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-28,Piece require.,Investment,2563.31,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-03,Face mission brother figure hear.,Travel,408.63,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-03,Among black picture that treat.,Food & Drink,1398.23,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-23,Wall act special.,Travel,5015.63,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-06,Lose shoulder spring.,Investment,2673.5,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-15,Yeah exist behavior necessary miss.,Investment,141.08,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-13,My serious whatever miss seek.,Utilities,3111.94,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-13,True culture.,Travel,7399.61,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-10,Rule success.,Entertainment,195.61,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-02,Guess service this different.,Utilities,428.07,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-08,Group never.,Health & Fitness,416.23,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-24,Significant up still management.,Food & Drink,4129.86,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-30,Strategy fight institution.,Travel,778.98,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-17,Piece require.,Other,7738.5,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-25,Industry impact certainly.,Investment,239.41,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-04,True culture.,Shopping,280.08,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-31,Left available.,Health & Fitness,1167.44,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-19,Gas human create also.,Shopping,309.53,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-20,World site mr interest treatment.,Rent,8472.95,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-14,Compare system white magazine after.,Shopping,782.52,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-29,Woman whose already.,Salary,3342.91,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-21,Space game truth special decision.,Food & Drink,1701.84,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-20,Occur live take media hot.,Food & Drink,239.67,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-10,Finish increase economy middle public.,Travel,1605.76,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-28,Participant above.,Investment,628.14,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-02,Security unit executive.,Salary,734.63,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-13,Statement position either.,Investment,481.5,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-26,Goal once let perform international.,Food & Drink,903.14,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-20,Cut yard knowledge.,Utilities,541.28,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-19,Owner fact wife.,Investment,380.95,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-22,Claim move.,Utilities,1004.12,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-25,Notice make.,Shopping,3439.63,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-12,Pretty least if.,Entertainment,258.03,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-17,Or phone.,Utilities,4738.73,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-11,Market specific property coach.,Rent,339.62,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-24,Picture early send morning.,Shopping,954.69,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-21,Wide cut player wind.,Investment,382.67,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-07,Increase consider.,Utilities,635.72,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-15,Decision where foreign trial.,Entertainment,3447.6,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-15,State serious activity pressure.,Other,624.91,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-30,Beat light the window.,Investment,1692.81,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-28,You ready way rule.,Rent,1076.02,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-25,Employee become happy water bring.,Health & Fitness,383.96,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-03,Wear use edge this draw.,Health & Fitness,175.98,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-11,Increase consider.,Salary,640.49,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-08,Board notice later thus.,Entertainment,365.31,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-22,Design blood degree ever.,Investment,2940.24,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-04,On must certainly.,Investment,1532.62,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-26,National back everybody direction budget.,Salary,3245.26,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-14,Goal once let perform international.,Food & Drink,1214.7,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-17,Right analysis mention.,Shopping,906.96,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-09,Face mission brother figure hear.,Rent,439.91,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-10,Skill successful and.,Health & Fitness,468.45,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-10,Decide cultural start how thank.,Salary,55.51,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-06,Doctor fine be.,Investment,142.23,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-28,Book economic.,Entertainment,838.0,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-18,As throughout individual list manager.,Other,417.15,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-09,Occur live take media hot.,Entertainment,4517.79,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-08,City offer financial data.,Rent,635.77,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-23,Expert commercial entire resource.,Salary,1434.51,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-26,Item yet ever quite.,Salary,1748.72,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-27,Tell brother defense list second.,Shopping,404.16,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-07,View know develop after.,Food & Drink,4074.14,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-22,View know develop after.,Investment,648.9,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-07,Nearly care base.,Health & Fitness,782.13,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-15,Positive free case.,Shopping,8034.85,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-20,Owner fact wife.,Utilities,4914.19,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-18,Believe recognize analysis those citizen.,Rent,1475.3,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-27,Training account evidence month.,Shopping,2055.68,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-18,Effect people.,Utilities,1865.32,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-08,Country little reality level.,Utilities,1353.58,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-03,No couple debate must.,Rent,2730.73,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-29,Face mission brother figure hear.,Entertainment,1475.24,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-24,Personal often.,Rent,599.18,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-14,Until truth feeling view.,Shopping,470.38,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-17,Mind easy foreign old.,Utilities,118.98,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-06,Leader both rest challenge.,Food & Drink,51.43,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-01,New type pm.,Travel,193.64,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-07,In seven building hard.,Travel,140.47,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-24,Environmental outside bed institution.,Investment,3737.55,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-05,Across federal state.,Food & Drink,2350.74,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-16,Sell only manage.,Health & Fitness,296.68,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-01,Environmental outside bed institution.,Salary,458.63,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-01,Project spring of.,Salary,204.03,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-08,Project spring of.,Other,986.92,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-03,Say unit four institution.,Utilities,957.57,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-16,Significant up still management.,Food & Drink,3378.44,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-15,Pass quite third ability interview.,Rent,5873.18,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-29,National back everybody direction budget.,Food & Drink,354.44,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-29,Table trade various risk art.,Health & Fitness,1176.49,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-03,Likely evidence claim.,Travel,928.12,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-19,Because career course.,Entertainment,37.78,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-08,Material less focus hear.,Other,158.56,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-13,Material produce station visit environmental.,Investment,6121.84,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-30,On must certainly.,Other,2091.45,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-24,Despite energy company.,Investment,1290.01,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-08,Thing physical might.,Entertainment,175.85,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-28,Better republican stock bank.,Travel,4187.69,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-19,Believe recognize analysis those citizen.,Investment,200.64,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-18,State serious activity pressure.,Salary,1002.25,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-30,Personal often.,Rent,718.21,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-30,Very figure drive special.,Food & Drink,26.68,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-16,Agreement someone.,Utilities,309.73,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-26,Western tend candidate day.,Salary,1662.99,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-07,Magazine yard instead town.,Entertainment,2284.8,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-01,Born same usually.,Investment,3595.92,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-19,Project spring of.,Utilities,9088.95,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-05,Arrive which consider.,Shopping,5757.51,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-16,No couple debate must.,Rent,2704.9,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-07,Positive free case.,Travel,1427.0,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-21,Draw change agree someone.,Entertainment,1939.66,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-14,Mother first hot free.,Other,201.95,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-30,Finish right serious.,Salary,974.32,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-01,State none production defense your.,Food & Drink,17.17,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-12,Research visit program suddenly doctor.,Entertainment,4160.26,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-25,True culture.,Rent,160.28,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-23,Future congress.,Entertainment,3030.08,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-31,Hear officer.,Utilities,660.31,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-31,Notice make.,Shopping,373.66,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-25,Success teach mrs beat.,Health & Fitness,30.78,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-12,A value lot.,Food & Drink,1768.45,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-19,Space game truth special decision.,Other,119.3,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-03,Push east never size fight.,Food & Drink,288.35,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-10,Us money positive.,Food & Drink,2855.64,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-21,Course staff personal space.,Other,711.78,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-16,Fish either boy between collection.,Health & Fitness,361.6,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-11,Research month instead.,Utilities,1233.52,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-24,National back everybody direction budget.,Rent,140.06,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-30,Finish without.,Shopping,4959.88,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-12,Space game truth special decision.,Food & Drink,285.24,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-10,Child group describe.,Health & Fitness,5322.08,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-18,As throughout individual list manager.,Travel,396.47,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-14,Leader both rest challenge.,Entertainment,2623.44,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-17,Require remain save.,Food & Drink,430.82,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-08,We especially five network.,Rent,1299.63,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-10,Life bad soon.,Shopping,5510.78,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-05,Democratic standard major.,Investment,378.89,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-04,Difference way type positive phone.,Health & Fitness,8669.48,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-04,Decision where foreign trial.,Entertainment,987.44,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-02,Why though decide bank likely.,Shopping,1232.47,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-21,Play woman remain event.,Shopping,192.73,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-17,Few spring raise.,Salary,2489.87,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-19,High issue deal democratic.,Other,1852.54,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-08,Evening ahead smile.,Salary,257.3,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-26,In seven building hard.,Health & Fitness,1856.71,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-30,Employee become happy water bring.,Utilities,271.51,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-12,Cut yard knowledge.,Travel,1587.47,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-07,Draw change agree someone.,Rent,510.04,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-25,Face mission brother figure hear.,Investment,1299.28,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-04,Ball theory prepare much throughout.,Investment,4980.61,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-23,Movement door kind.,Investment,385.22,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-26,Strategy fight institution.,Other,3010.24,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-07,Teacher decide possible.,Health & Fitness,3907.91,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-10,Magazine yard instead town.,Salary,690.56,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-30,Training account evidence month.,Health & Fitness,3967.1,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-05,Mother first hot free.,Food & Drink,3575.38,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-24,Serious reveal left social fine.,Entertainment,437.03,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-03,Thing physical might.,Investment,436.63,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-22,Effort drive side human.,Travel,373.09,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-13,Gas with policy cut.,Salary,1234.93,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-23,Hospital writer can industry.,Travel,627.42,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-20,Already free.,Shopping,949.32,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-10,Child ball store process.,Salary,3368.9,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-01,Statement position either.,Shopping,392.58,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-02,Build view.,Salary,2210.58,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-16,Space moment travel these least.,Investment,543.39,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-04,Ground city still.,Investment,387.65,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-12,Very figure drive special.,Shopping,1749.88,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-08,Cut yard knowledge.,Other,459.21,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-19,Dinner no main year size.,Other,9561.72,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-06,Leave bar prevent require.,Food & Drink,1767.2,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-08,Despite energy company.,Salary,1856.54,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-25,Course staff personal space.,Salary,263.29,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-18,Skill successful and.,Entertainment,330.29,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-24,Owner fact wife.,Utilities,3590.93,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-10,Left available.,Salary,4675.6,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-22,Child group describe.,Utilities,826.05,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-24,Heart still building.,Other,1231.89,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-15,My serious whatever miss seek.,Health & Fitness,1417.21,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-15,Western order accept wide prevent.,Travel,798.82,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-01,Pass quite third ability interview.,Other,2671.81,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-26,State none production defense your.,Shopping,4013.59,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-07,High issue deal democratic.,Health & Fitness,126.87,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-03,Rule success.,Utilities,2907.51,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-25,Find job where.,Utilities,1596.17,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-16,Design blood degree ever.,Food & Drink,4190.29,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-07,Play woman remain event.,Shopping,8988.71,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-23,New type pm.,Utilities,1954.13,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-24,In seven building hard.,Travel,863.74,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-14,Key place tree.,Utilities,112.14,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-19,Less into per big.,Health & Fitness,8797.44,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-01,Say unit four institution.,Travel,83.53,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-05,Including time reflect.,Rent,288.95,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-31,Say other never fact.,Utilities,1738.87,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-27,However style.,Other,1025.34,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-06,Strategy fight institution.,Investment,227.22,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-11-08,Sure i pay.,Utilities,147.57,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-05-05,Compare system white magazine after.,Shopping,1726.61,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-09-16,Claim move.,Food & Drink,9685.28,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-02,Teacher decide possible.,Other,2768.41,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-03,Hundred step according.,Other,412.11,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-04-15,Across federal state.,Investment,1615.35,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-15,National back everybody direction budget.,Shopping,923.2,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-15,Play woman remain event.,Rent,83.26,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-02-17,For age size.,Utilities,1762.28,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-16,Likely great paper.,Shopping,900.01,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-10-12,Magazine yard instead town.,Salary,57.74,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-06-09,Increase consider.,Travel,7094.04,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-01-24,On must certainly.,Shopping,302.63,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-08-18,Woman daughter hospital move.,Entertainment,2779.08,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-07-03,Best generation group goal.,Health & Fitness,1910.73,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-12,Despite energy company.,Food & Drink,3569.2,Income
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-13,Like clear.,Travel,1580.49,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-12-17,Country approach.,Food & Drink,1275.79,Expense
9c69cb53-5f75-4cd9-ba82-74ed3ba4df6f,2024-03-11,Wife pay good within fly.,Entertainment,35.24,Expense
